iter	Logloss
187	0.1191626384
188	0.1190752724
189	0.1190069113
190	0.1189319451
191	0.1188661036
192	0.1187713361
193	0.1186984851
194	0.118610985
195	0.1185370008
196	0.118459108
197	0.1181304334
198	0.118028999
199	0.1179000906
200	0.1178364586
201	0.1177809823
202	0.1176031993
203	0.1175418647
204	0.1174807243
205	0.1174311432
206	0.1173149981
207	0.1172463302
208	0.1170275896
209	0.1169604177
210	0.1168833639
211	0.1168190572
212	0.1166789534
213	0.1163682955
214	0.1162610755
215	0.1161805981
216	0.1161039467
217	0.1159028761
218	0.1156815426
219	0.1156170442
220	0.1155577078
221	0.1154942547
222	0.1154171437
223	0.1153548809
224	0.1152892573
225	0.1152446916
226	0.1151461832
227	0.1150808699
228	0.1150216179
229	0.1149569033
230	0.1148613426
231	0.1148063313
232	0.1147369748
233	0.1146631407
234	0.1145181874
235	0.1144475994
236	0.1144045221
237	0.1142736686
238	0.1141899928
239	0.1141277322
240	0.11405898
241	0.1140037096
242	0.1139498422
243	0.1139018612
244	0.113856639
245	0.1137736641
246	0.1137324935
247	0.1136457142
248	0.1135606155
249	0.1134474041
250	0.1133942724
251	0.1133205484
252	0.1132903086
253	0.1131738282
254	0.113096994
255	0.113024179
256	0.1129279215
257	0.1127988537
258	0.1127335889
259	0.1126437048
260	0.1125979957
261	0.1125325769
262	0.1124121957
263	0.112342722
264	0.112282241
265	0.1122315162
266	0.1121692426
267	0.1121216867
268	0.1120568438
269	0.1120284603
270	0.1119831722
271	0.1119438589
272	0.1118884232
273	0.1118369772
274	0.1117596143
275	0.1117046968
276	0.1116307879
277	0.111558527
278	0.1113684439
279	0.1113194234
280	0.1111131923
281	0.1108774114
282	0.1108093342
283	0.110765812
284	0.1107079414
285	0.1106627228
286	0.1105940003
287	0.1105251483
288	0.1104504214
289	0.1103965527
290	0.1103263173
291	0.1102953468
292	0.1102291855
293	0.1101743298
294	0.1101057691
295	0.1100346973
296	0.1099860747
297	0.1099139892
298	0.1098537379
299	0.109781232
300	0.1097287479
301	0.1096896468
302	0.1096272267
303	0.1095745072
304	0.1095462349
305	0.1094812905
306	0.1094158291
307	0.1093609271
308	0.1093226589
309	0.109278972
310	0.1092109371
311	0.1091496151
312	0.1090795721
313	0.1090239352
314	0.1089787622
315	0.1088959261
316	0.1088504376
317	0.108793873
318	0.1085572505
319	0.1084968619
320	0.1084578615
321	0.108408529
322	0.1083359995
323	0.1082782259
324	0.108202367
325	0.108154747
326	0.1080958447
327	0.1080288067
328	0.1079606033
329	0.1079080935
330	0.1078546496
331	0.1077972848
332	0.1077361021
333	0.1076461374
334	0.1075998115
335	0.1075266967
336	0.1074646811
337	0.1074400766
338	0.1073853379
339	0.1073240598
340	0.1072852049
341	0.1072433542
342	0.1072054425
343	0.1071386492
344	0.1070740296
345	0.1070224696
346	0.1069856021
347	0.1069322609
348	0.1068658617
349	0.1067997195
350	0.1067420331
351	0.106683536
352	0.1066551855
353	0.1066029639
354	0.1065344617
355	0.1064829673
356	0.1064324392
357	0.1063584667
358	0.1063099561
359	0.1062527695
360	0.1062098545
361	0.1061591096
362	0.1061035697
363	0.1060705632
364	0.1060153618
365	0.1059561604
366	0.1059252805
367	0.1058956037
368	0.1058538609
369	0.1058041819
370	0.1057435805
371	0.1057100521
372	0.1056738983
373	0.1056216524
374	0.1055654561
375	0.105509847
376	0.1054548138
377	0.1054005009
378	0.1053211296
379	0.1052768302
380	0.1052310939
381	0.1051841768
382	0.1051618556
383	0.1051307784
384	0.1050862025
385	0.1050400772
386	0.1049982537
387	0.1049626429
388	0.1049064614
389	0.1048423367
390	0.1048119174
391	0.1047567631
392	0.1047059443
393	0.1046625047
394	0.1045990516
395	0.1045655377
396	0.1045252717
397	0.1044942257
398	0.104446033
399	0.1043799355
400	0.1043305824
401	0.1043024154
402	0.1042584631
403	0.1042173708
404	0.1041658065
405	0.1041396448
406	0.1040780082
407	0.1040178367
408	0.1039827053
409	0.1039211823
410	0.1038057213
411	0.1036218593
412	0.103573559
413	0.1035273753
414	0.1034120872
415	0.1033571978
416	0.1032714082
417	0.1032509153
418	0.103206356
419	0.1031791323
420	0.103150259
421	0.1031254054
422	0.1030814736
423	0.1030468137
424	0.1030061986
425	0.1029723422
426	0.1028988538
427	0.1028506446
428	0.1028164897
429	0.1027735767
430	0.1027196657
431	0.1026800032
432	0.1026251562
433	0.1026003324
434	0.1025654654
435	0.1023987798
436	0.1023597728
437	0.1023292244
438	0.1022882982
439	0.1022371528
440	0.1022061902
441	0.1021720668
442	0.1021227797
443	0.1020960851
444	0.1020520666
445	0.1020225452
446	0.1019780064
447	0.1019203561
448	0.1018657194
449	0.1018368361
450	0.1017901689
451	0.1017361008
452	0.1016938233
453	0.101649938
454	0.1016112137
455	0.1015646004
456	0.1015382389
457	0.101501138
458	0.101456481
459	0.1014068418
460	0.1013559079
461	0.1013037501
462	0.1012629465
463	0.1011947044
464	0.1011550999
465	0.1011271006
466	0.1010785487
467	0.1010288509
468	0.1009906793
469	0.1009676817
470	0.1009354546
471	0.1009069692
472	0.1008709927
473	0.1008346723
474	0.1007792004
475	0.1007282889
476	0.1006844812
477	0.1006366747
478	0.1005912448
479	0.100548496
480	0.100489676
481	0.1004298333
482	0.1003871825
483	0.1003425188
484	0.1003127904
485	0.1002674264
486	0.1002127953
487	0.1001763927
488	0.1001438014
489	0.1001120136
490	0.1000620473
491	0.1000265852
492	0.1000037369
493	0.09995703638
494	0.09990045615
495	0.09986824963
496	0.09982676207
497	0.09977182795
498	0.09972329851
499	0.09965727155
500	0.09960984152
501	0.09956355611
502	0.09951962947
503	0.09946447226
504	0.09942570959
505	0.09938841474
506	0.09935357911
507	0.09931396341
508	0.09927953613
509	0.0992531339
510	0.09922349847
511	0.09919292698
512	0.09915371925
513	0.09912105195
514	0.09907714839
515	0.09903689285
516	0.09899753664
517	0.09897306829
518	0.09892263597
519	0.09886875726
520	0.09883260652
521	0.0987955495
522	0.09873641501
523	0.09869201428
524	0.09864200444
525	0.09860363306
526	0.09856161326
527	0.09852520035
528	0.09849543195
529	0.09845516765
530	0.09842198533
531	0.09840095415
532	0.09836999801
533	0.09833268276
534	0.09831468255
535	0.09824799296
536	0.098219059
537	0.09819828687
538	0.09815307773
539	0.09812422201
540	0.09807651316
541	0.09805157115
542	0.09802213224
543	0.0980009132
544	0.09797048145
545	0.09792887998
546	0.0979018152
547	0.09786128594
548	0.09781858027
549	0.0977646843
550	0.09772446321
551	0.09770023634
552	0.09766031213
553	0.09761215932
554	0.09757606741
555	0.09754542472
556	0.09752165108
557	0.09748385677
558	0.09742230851
559	0.09737950651
560	0.09734268804
561	0.09728420104
562	0.09725524412
563	0.09722170173
564	0.097170631
565	0.09712721147
566	0.0970842917
567	0.09704584546
568	0.09695836824
569	0.09691945637
570	0.09689020452
571	0.09683939778
572	0.09679094262
573	0.09674834233
574	0.09673491114
575	0.09668640883
576	0.09665957973
577	0.09662423057
578	0.09659293444
579	0.09654822343
580	0.09651845399
581	0.09647454763
582	0.09643385362
583	0.09640174072
584	0.0963716421
585	0.09623785325
586	0.09621543019
587	0.09618762319
588	0.09609784345
589	0.09606812634
590	0.09602438831
591	0.09598997895
592	0.09592912744
593	0.09589207243
594	0.09588418292
595	0.09586062968
596	0.0958489722
597	0.09582111028
598	0.09578923778
599	0.09576797824
600	0.09572910756
601	0.09568377806
602	0.09565244909
603	0.09562640826
604	0.09559507631
605	0.09556056931
606	0.09552624271
607	0.09548588632
608	0.09544001029
609	0.09539998094
610	0.09537373929
611	0.0953451108
612	0.09532347786
613	0.09527769607
614	0.09524164204
615	0.09520473058
616	0.09518051539
617	0.09514161867
618	0.09510044655
619	0.09506547672
620	0.09501880799
621	0.09497626263
622	0.09492371026
623	0.09488713092
624	0.09483597851
625	0.09479289119
626	0.09476103337
627	0.09468126645
628	0.09464703802
629	0.09460584687
630	0.09458255821
631	0.0945447241
632	0.09451148509
633	0.09448024379
634	0.09446901495
635	0.09443151311
636	0.0944028647
637	0.09435282085
638	0.09432191983
639	0.09428077385
640	0.0942457567
641	0.09420943094
642	0.09418614873
643	0.09415727791
644	0.09413639913
645	0.09409948797
646	0.09406371553
647	0.09402202942
648	0.09398785801
649	0.09396881038
650	0.09394498888
651	0.09391910762
652	0.09386303255
653	0.09383071909
654	0.09381056628
655	0.09378816678
656	0.09374162768
657	0.0937104642
658	0.09367549076
659	0.09361853745
660	0.09357739642
661	0.09353665356
662	0.09349170652
663	0.09345746382
664	0.09342539592
665	0.09338572604
666	0.09336489436
667	0.09333162955
668	0.09329776073
669	0.09326417798
670	0.09324930876
671	0.09322495985
672	0.09319761333
673	0.09318482092
674	0.09315974423
675	0.0931434514
676	0.09309475892
677	0.09306326913
678	0.09302029306
679	0.09297321032
680	0.09295509801
681	0.09291363911
682	0.09287077414
683	0.09284439715
684	0.09275035387
685	0.09272937392
686	0.0926919304
687	0.09264544707
688	0.09261397295
689	0.09258976511
690	0.09255032312
691	0.09252228405
692	0.0924802965
693	0.0924348482
694	0.09239708036
695	0.09235296096
696	0.09230464751
697	0.09227429437
698	0.09224516916
699	0.0922112644
700	0.09217615788
701	0.09214919783
702	0.09212745582
703	0.09208681645
704	0.09206311543
705	0.09203316155
706	0.09199324866
707	0.09197452373
708	0.09195089505
709	0.09193167294
710	0.09191300556
711	0.09188317487
712	0.09185349141
713	0.09181603152
714	0.09177156361
715	0.09171660323
716	0.09168518007
717	0.0916630758
718	0.09162564361
719	0.09158029849
720	0.09155193505
721	0.09152809514
722	0.09150264374
723	0.09148497216
724	0.09146187193
725	0.09142173456
726	0.09137635424
727	0.09129654001
728	0.09122715691
729	0.0911924177
730	0.09115839627
731	0.0911432229
732	0.09112387829
733	0.09108666576
734	0.09106124759
735	0.09103596279
736	0.09100688691
737	0.09098324867
738	0.09093863971
739	0.09089927908
740	0.0908635606
741	0.09081722689
742	0.09076548853
743	0.09072357691
744	0.0906786638
745	0.09063903504
746	0.09060032406
747	0.09056933349
748	0.09054479682
749	0.09051441898
750	0.09048578567
751	0.09045135751
752	0.09040674561
753	0.09038432032
754	0.09035303472
755	0.09033215698
756	0.09029518404
757	0.09026445796
758	0.09023098917
759	0.0902203744
760	0.09019331975
761	0.09015047944
762	0.09010191302
763	0.09008739978
764	0.09005421453
765	0.09002845252
766	0.08999953597
767	0.0899764904
768	0.08994084604
769	0.08991880454
770	0.08988533871
771	0.08986545105
772	0.08984573412
773	0.08981079346
774	0.08978803745
775	0.08975770275
776	0.08973842918
777	0.08972294507
778	0.08969761283
779	0.08964985788
780	0.08963555671
781	0.08961507933
782	0.08958730481
783	0.08955966622
784	0.08952640587
785	0.089513111
786	0.08947956703
787	0.08945049742
788	0.08943056534
789	0.08941049515
790	0.08939954186
791	0.08937424404
792	0.08934111416
793	0.0893005686
794	0.08926455519
795	0.08922373647
796	0.08919130934
797	0.08917817156
798	0.08914565223
799	0.08909277611
800	0.08906559839
801	0.08903853398
802	0.08901257867
803	0.08899636716
804	0.08895720997
805	0.08893582763
806	0.08890404752
807	0.08885679935
808	0.08881479039
809	0.08879326557
810	0.08876879787
811	0.08874270264
812	0.08872427707
813	0.08869041292
814	0.08865419523
815	0.08861815712
816	0.08857420625
817	0.08854466858
818	0.08853186547
819	0.08850041727
820	0.0884488311
821	0.08841518953
822	0.08840175821
823	0.08837330116
824	0.08834850803
825	0.08831614823
826	0.0882968063
827	0.08827629128
828	0.08823726743
829	0.08820073459
830	0.08818821308
831	0.08815989666
832	0.08813220848
833	0.08809118704
834	0.08803905911
835	0.08801120639
836	0.08797819102
837	0.08794108972
838	0.08791856221
839	0.087879973
840	0.08784752638
841	0.08781914159
842	0.08778357268
843	0.08773596744
844	0.08769483728
845	0.08767364817
846	0.08765882071
847	0.08763956017
848	0.08760603984
849	0.08754796
850	0.08752780755
851	0.08750158378
852	0.08749035032
853	0.08743844935
854	0.08741907231
855	0.08738448026
856	0.08737087752
857	0.08733484161
858	0.08730493301
859	0.08727804444
860	0.08724943318
861	0.08721773823
862	0.08719495595
863	0.08714406527
864	0.0871218757
865	0.08709758986
866	0.08707981928
867	0.08702611301
868	0.08700133958
869	0.08696777143
870	0.08694744502
871	0.08692788313
872	0.08691271854
873	0.08688906805
874	0.08680478847
875	0.08677753738
876	0.08668128568
877	0.08665324402
878	0.08662659148
879	0.08661512233
880	0.08658574829
881	0.0865690911
882	0.08653354663
883	0.08649768818
884	0.08648569129
885	0.0864706031
886	0.0864518472
887	0.08641053181
888	0.08640018851
889	0.08637996041
890	0.08634737115
891	0.08631219268
892	0.08628580324
893	0.08626088947
894	0.08623002329
895	0.08619324098
896	0.08617281314
897	0.08614816511
898	0.08612728532
899	0.08609602837
900	0.0860687911
901	0.08604886792
902	0.08602198143
903	0.08599743126
904	0.08596045442
905	0.08591994301
906	0.08589398495
907	0.08586285342
908	0.08582823889
909	0.08580707328
910	0.08577217511
911	0.08573002811
912	0.08570981336
913	0.08568878175
914	0.08564362417
915	0.08562291418
916	0.08558605805
917	0.08556760726
918	0.08554983129
919	0.08551007835
920	0.08547971754
921	0.08544463777
922	0.08542622571
923	0.08539670931
924	0.08536423296
925	0.08533006787
926	0.08530179098
927	0.08526875963
928	0.08524131246
929	0.0852190925
930	0.08519042743
931	0.08514904921
932	0.08512582442
933	0.08510853204
934	0.0850787089
935	0.08504652522
936	0.08502248694
937	0.08500444992
938	0.08497345392
939	0.08494430351
940	0.08491747778
941	0.08488376773
942	0.08486958095
943	0.08483153723
944	0.08481826441
945	0.08478571424
946	0.08474286709
947	0.08472175748
948	0.08470479641
949	0.08467136505
950	0.08464650045
951	0.08462032521
952	0.08457173548
953	0.08454558085
954	0.08453065757
955	0.08449622454
956	0.08446146086
957	0.08444042494
958	0.08441952944
959	0.08438574934
960	0.0843704356
961	0.08434955107
962	0.08431215578
963	0.0842948837
964	0.0842803731
965	0.08424466106
966	0.08422853498
967	0.08419015793
968	0.08417505051
969	0.08413115804
970	0.08409413474
971	0.0840570708
972	0.08403535763
973	0.08401126463
974	0.08398813312
975	0.08396421876
976	0.08394519966
977	0.08392513491
978	0.0838911914
979	0.08385732519
980	0.08382200497
981	0.08380137282
982	0.08378666262
983	0.08376409345
984	0.0837400007
985	0.08371534404
986	0.08369212162
987	0.08367383167
988	0.08364423593
989	0.08362777754
990	0.08359270782
991	0.08356925621
992	0.08354076095
993	0.08350610172
994	0.0834732509
995	0.08343799711
996	0.08340770028
997	0.08337799294
998	0.08334434876
999	0.08332079646
